method,outer_fold,fitting_folds,amount_bin,amount_bin_id,p0_bin,p0_lo,p0_hi,n_cell,weight_sum,c_raw,reliability,c_pre_isotonic,correction,eligible
ZERO2D,2025-10-02,"[""2025-09-04"", ""2025-09-18"", ""2025-10-16""]","[100, +inf)",6,4,0.675085335207546,inf,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[0, 1)",0,0,-inf,0.09967827925358455,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[0, 1)",0,1,0.09967827925358455,0.26126636611466625,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[0, 1)",0,2,0.26126636611466625,0.45253963434290834,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[0, 1)",0,3,0.45253963434290834,0.6745065924829241,834,0.010063021231721037,-0.04532935711066646,0.040030719016991456,-0.001814566757717953,-0.001814566757717953,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[0, 1)",0,4,0.6745065924829241,inf,97844,1.1924476017496746,-0.015680696412341464,0.830284104409219,-0.013019432977233784,-0.013019432977233784,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[1, 3)",1,0,-inf,0.09967827925358455,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[1, 3)",1,1,0.09967827925358455,0.26126636611466625,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[1, 3)",1,2,0.26126636611466625,0.45253963434290834,310,0.004289096332877283,-0.13670101155879605,0.015263417035942885,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[1, 3)",1,3,0.45253963434290834,0.6745065924829241,67521,0.8298548594518855,-0.023143337941203705,0.7714834154088733,-0.017854701398841596,-0.014291229388919736,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[1, 3)",1,4,0.6745065924829241,inf,16790,0.2069216358843964,0.0007003540117968505,0.4563740146779016,0.0,-0.014291229388919736,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[3, 10)",2,0,-inf,0.09967827925358455,2,3.11209639244851e-05,-2.383465825071542,9.999000099990002e-05,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[3, 10)",2,1,0.09967827925358455,0.26126636611466625,1891,0.025933234670375463,-0.04025441034741785,0.08638253163400485,-0.0034772778752440343,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[3, 10)",2,2,0.26126636611466625,0.45253963434290834,78910,0.9694783606425973,-0.03784109514351891,0.7977959761399251,-0.03018947343822745,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[3, 10)",2,3,0.45253963434290834,0.6745065924829241,46140,0.5566971453844658,-0.030385869155271472,0.6976111279104928,-0.021197520453949587,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[3, 10)",2,4,0.6745065924829241,inf,14,0.0001563110552226542,-0.9042185220756801,0.0006995103427600679,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[10, 30)",3,0,-inf,0.09967827925358455,2661,0.03414202076442006,0.004795961925553596,0.11742641542738626,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[10, 30)",3,1,0.09967827925358455,0.26126636611466625,79359,0.9731999388139974,0.012036104324333618,0.7987097293652311,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[10, 30)",3,2,0.26126636611466625,0.45253963434290834,35114,0.41610086537684665,-0.0008608659757103894,0.6371157963493849,-0.000548471311664815,0.0,True
