fold,amount_bin,n,user_share,actual_zero_rate,mean_y_true,median_y_true,mean_prediction,median_prediction,mean_p0,rmsle,error_share,zero_row_error_share,positive_row_error_share,mean_calibrated_residual
2025-10-16,"[30, 50)",16024,0.08118391520881148,0.09804043934098852,143.65803582814843,76.12108612060547,38.979806205223916,38.42908025660159,0.10916979002600477,1.702360852661818,0.07759553482672797,0.04108580739406403,0.036509727432663945,0.025862620794430424
2025-10-16,"[50, 100)",17510,0.08871257833913436,0.05111364934323244,208.46802310241353,123.54341125488281,70.58323849805325,68.44478802255107,0.05818760653996466,1.5056136431374567,0.06632477358802925,0.0304899292246041,0.03583484436342516,0.017314696964736448
2025-10-16,"[100, +inf)",17162,0.08694947284158902,0.016606456123994872,499.9896498565254,294.863037109375,225.01504929636806,167.3066910941289,0.017919850206842256,1.1781838362960715,0.03980673570078945,0.013196186210973964,0.02661054948981549,0.01609193164558489
AGGREGATE,"[0, 1)",133131,0.17326204721321078,0.8406928362960987,11.722156173657298,0.0,0.36041559968595116,0.2980439752202173,0.815068641532948,1.337370940251417,0.10147479427426519,0.017421732619708537,0.08405306165455664,-0.02133040087731328
AGGREGATE,"[1, 3)",114145,0.14918050566611005,0.6236067719122838,28.312533104175245,0.0,1.898773036782508,1.8479832391062834,0.6155244214142828,1.8517338901818625,0.16750207776457016,0.055062476955810964,0.11243960080875919,-0.011418204576490298
AGGREGATE,"[3, 10)",170400,0.22087275960618136,0.4182177343371888,51.226311255352286,10.50725269317627,5.870079192221431,5.555768209703009,0.41708443325423855,2.02224532944811,0.29577455730016505,0.14077774641663696,0.15499681088352812,-0.01680540017105121
AGGREGATE,"[10, 30)",156549,0.20112326895358176,0.21548149700954386,96.13539899230426,38.21739196777344,18.093831238919414,17.172434384399892,0.2200829088583317,1.9577451510635764,0.25242107196564295,0.14077428292832717,0.11164678903731583,0.004279044726773826
AGGREGATE,"[30, 50)",63502,0.0817507519321697,0.0990472746852784,146.59363560709645,76.54576110839844,38.93691361081274,38.39008038160898,0.11054958082233997,1.7111671481215853,0.07838403159600144,0.041518720140908884,0.03686531145509256,0.036213035205651604
AGGREGATE,"[50, 100)",67551,0.0879355157486432,0.05179941131530918,210.79269510088375,124.61236572265625,70.65064262802863,68.6107813722308,0.058760015661743034,1.5093701149836811,0.06560044454310637,0.030339300995749136,0.03526114354735725,0.027350475650922086
AGGREGATE,"[100, +inf)",65338,0.08587515088010314,0.016088712088643358,502.77182107321784,300.1961975097656,223.56904934848055,166.94319249501515,0.0180624331593361,1.1752960191870647,0.038843022556248774,0.012579410701899761,0.02626361185434901,0.0335936565285328
