task,cutoff_a,cutoff_b,feature,hist_mean,test_mean,smd,ks,psi,hist_missing,test_missing,hist_q10,test_q10,hist_q50,test_q50,hist_q90,test_q90,median_delta_iqr,gain,split,gain_share,linear_standardized_coef,signed_ks
p07_early,2025-07-03,2025-07-10,trend_pres_30_60,0.9985425912854572,0.9930148594236622,-0.0187398802797428,0.01105,0.0009064710561937,0.0,0.0,0.6249976754188538,0.6153817772865295,0.9999949932098388,0.9999924898147584,1.3661081552505456,1.3684167861938477,-7.295638736645507e-06,665.4006346702575,62.0,0.0289217939103589,-0.0030892685,-0.01105
p07_early,2025-07-03,2025-07-10,rec_cat,36.901073192469084,37.25249305672054,0.0085229921386581,0.0091600442881037,0.0009808106383995,0.1023666666666667,0.10585,1.0,1.0,21.0,21.0,102.0,104.0,0.0,615.4054320335388,64.2,0.0267487407573778,0.010717504,0.0091600442881037
p07_early,2025-07-03,2025-07-10,rec_over_gap,0.8554222536437214,0.8634499213962195,0.0062377962945549,0.0082499999999999,0.000587307709445,0.0,0.0,0.0,0.0,0.4177214503288269,0.4049855023622513,2.3542842864990234,2.399999618530273,-0.0108892415346003,437.3917151451111,45.4,0.0190113329990948,-0.016486647,0.0082499999999999
p07_early,2025-07-03,2025-07-10,trend_pres_30_90,1.0086106520868838,1.0091978858192765,0.0015781907522737,0.0063833333333333,0.000594019743847,0.0,0.0,0.5454500913619995,0.5454500913619995,0.9999924898147584,0.9999924898147584,1.4999830722808838,1.4999865293502808,0.0,385.4282339096069,39.0,0.0167527281573624,-0.0016604892,0.0063833333333333
p07_early,2025-07-03,2025-07-10,weekend_share,0.2815263260637565,0.2812961990975309,-0.0028624427560622,0.0055499999999999,0.0003052696932288,0.0,0.0,0.190476194024086,0.1891891956329345,0.2804878056049347,0.2804878056049347,0.3733493983745573,0.375,0.0,375.1035383224488,37.8,0.0163039628535737,0.0020231719,-0.0055499999999999
p07_early,2025-07-03,2025-07-10,rec_over_buygap,2.0206593781031787,2.095905877377701,0.0105576260695314,0.0058489736956035,0.0004875077556731,0.2425166666666667,0.2412499999999999,0.0536912754178047,0.0517752215266228,0.7100591063499451,0.7216494083404541,3.779376363754276,3.8465694427490233,0.0076837504817087,362.0114323616028,37.6,0.0157349114118963,-0.0072281132,0.0058489736956035
p07_early,2025-07-03,2025-07-10,trend_srch_30_90,1.0056325408807956,1.0074047821749,0.0031774478051379,0.0033833333333334,0.0001522386774445,0.0,0.0,0.3272722065448761,0.3333300054073334,0.9545448422431946,0.957444965839386,1.7441842555999756,1.7499868869781494,0.0040219397241789,314.5812810897827,33.2,0.0136733488152503,-0.018450141,0.0033833333333334
p07_early,2025-07-03,2025-07-10,dlog_buyd_30_60,-0.3565477213852107,-0.3662547676198184,-0.023995315731173,0.0111166666666666,0.0006888101862182,0.0,0.0,-0.9162907600402832,-0.9162907600402832,-0.2876820862293243,-0.2876820862293243,0.0,0.0,0.0,313.4557218551636,24.4,0.0136244261203784,-0.007740809,-0.0111166666666666
p07_early,2025-07-03,2025-07-10,rec_buy,30.11368474503447,30.19113492450073,0.0020659344939151,0.0056905655577083,0.0004590010011703,0.1466166666666666,0.1445833333333332,1.0,1.0,15.0,15.0,86.0,86.0,0.0,304.85512790679934,31.4,0.0132505992967768,0.05537434,0.0056905655577083
p07_early,2025-07-03,2025-07-10,buygap_cv,0.9468592233731952,0.949446530308468,0.0080842076093126,0.0069592192916733,0.0002824044312968,0.3245166666666667,0.3246833333333333,0.5792145252227783,0.578123128414154,0.9307961463928224,0.9345713257789612,1.3463347911834718,1.349472761154175,0.0101081111619324,297.8829853057861,31.6,0.012947553491117,0.0021435744,0.0069592192916733
