cutoff,n,spearman_score_squared_error,spearman_score_signed_residual
2025-09-04,188518,0.02910509907593917,-0.07448555934779785
2025-09-18,191025,0.04981611916684672,-0.07808595915348274
2025-10-02,193694,0.056650493327654164,-0.08845971269177895
2025-10-16,197379,0.05011680717627229,-0.07837145642294069
