cutoff,structural_oracle_after_span,structural_oracle_rho,identity_oracle_after_span,residual_mse
2025-09-04,3.0425247836746565,0.9863255747738272,3.1132471375953634,3.142901354296105
2025-09-18,3.020570612072815,0.9870659872292944,3.0924625702136073,3.126022432176046
2025-10-02,2.978739024628643,0.9867754599811149,3.052435672807566,3.069073655689145
2025-10-16,2.9533014907317847,0.9867950402359005,3.027613731377833,3.0341793693058183
weighted_1_2_4_8,2.975002268812609,0.9867946474029385,3.0485883213517004,3.062978386390088
