cutoff,segment,bucket,population_share,mse_share,mean_signed_residual,residual_variance,oracle_indicator_intercept_gain,whole_segmentation_after_span_gain
2025-09-04,recency,0-7,0.3204521584145811,0.2861104293294653,-0.08350229191620123,2.799115053677065,0.00020221079554283007,0.00044716381450670946
2025-09-04,recency,8-30,0.3007564264420374,0.3567725593223781,-0.15638492080758432,3.703813084435126,0.00026976694572719296,0.00044716381450670946
2025-09-04,recency,31-90,0.18037004423980735,0.2192291111353763,-0.1403048732049623,3.8003250836203897,3.817636842565177e-05,0.00044716381450670946
2025-09-04,recency,>90/never,0.1984213709035742,0.13788790021278027,-0.12656311097566852,2.1680613785635043,0.00024175905269065075,0.00044716381450670946
2025-09-04,purchase_frequency,0,0.19980585408289925,0.139264464399862,-0.12784200792473982,2.1742552689596866,0.00021373041234577604,0.0003509931897684081
2025-09-04,purchase_frequency,1,0.12944652500026524,0.14721811085780423,-0.1464249705913158,3.5529469121234767,2.0024903087378364e-07,0.0003509931897684081
2025-09-04,purchase_frequency,2-3,0.19485142002355213,0.2535790724421028,-0.16890826397662512,4.061632698242718,0.00010977457530632645,0.0003509931897684081
2025-09-04,purchase_frequency,4-7,0.2276758718000403,0.2804226459177035,-0.12921053618808828,3.8543372007011256,1.3293649334520883e-06,0.0003509931897684081
2025-09-04,purchase_frequency,8+,0.2482203290932431,0.17951570638252748,-0.07003439277298107,2.2680764451466735,5.481690506504762e-06,0.0003509931897684081
2025-09-04,activity_intensity,1-3,0.16110397946084723,0.1443683166544891,-0.07239794394784656,2.811171760087635,0.00023373937531841302,0.0003594107973381307
2025-09-04,activity_intensity,4-7,0.21863164260176748,0.23983481582842153,-0.11950167999260712,3.43342325128267,1.4793264277167853e-06,0.0003594107973381307
2025-09-04,activity_intensity,8-15,0.3399675362564848,0.38134182051760007,-0.1388313149647991,3.506120488518449,6.678682947121646e-05,0.0003594107973381307
2025-09-04,activity_intensity,16+,0.2802968416809005,0.2344550469994893,-0.13993484898720537,2.609306527744057,1.817515569752976e-05,0.0003594107973381307
2025-09-04,tenure_quartile,Q1,0.25000265226662705,0.24979263209888225,-0.11460097501069001,3.1271277081548874,0.0002702308163827566,0.0002745715191345255
2025-09-04,tenure_quartile,Q2,0.24999734773337295,0.2655990764927661,-0.13285196544322425,3.321392568234421,2.2509726387848608e-05,0.0002745715191345255
2025-09-04,tenure_quartile,Q3,0.25000265226662705,0.2519358708621619,-0.12187853009414452,3.1523503817299994,4.361679707560865e-05,0.0002745715191345255
2025-09-04,tenure_quartile,Q4,0.24999734773337295,0.23267242054618975,-0.1275163100145912,2.9088364857956566,1.656663897350582e-05,0.0002745715191345255
2025-09-04,baseline_prediction_decile,D1,0.10000106090665083,0.04314002993846949,-0.10311868794772934,1.3452007372406283,9.695635981178007e-05,0.000611749518581022
2025-09-04,baseline_prediction_decile,D2,0.10000106090665083,0.08292016793802333,-0.1267978852415545,2.5899937294218502,6.727415917212336e-05,0.000611749518581022
2025-09-04,baseline_prediction_decile,D3,0.10000106090665083,0.11079384636972871,-0.14278904777252138,3.4617156439904626,3.7343300565647966e-06,0.000611749518581022
2025-09-04,baseline_prediction_decile,D4,0.10000106090665083,0.12750623504218273,-0.1677759348620944,3.979203909362849,2.698412348427413e-05,0.000611749518581022
2025-09-04,baseline_prediction_decile,D5,0.09999575637339671,0.1351952383158141,-0.18751732666303586,4.214070549767367,0.00014439190296541021,0.000611749518581022
2025-09-04,baseline_prediction_decile,D6,0.10000106090665083,0.13588729173592812,-0.1799124325566142,4.238389740138311,0.00013639485591769967,0.000611749518581022
2025-09-04,baseline_prediction_decile,D7,0.10000106090665083,0.1264923296863499,-0.1206655917193385,3.9609267815623754,1.4550431052000034e-05,0.000611749518581022
2025-09-04,baseline_prediction_decile,D8,0.10000106090665083,0.10738577714538347,-0.11994224062163056,3.3606070976105826,1.66114466010177e-05,0.000611749518581022
2025-09-04,baseline_prediction_decile,D9,0.10000106090665083,0.08269159607071373,-0.06570722932753888,2.5945702810369458,1.7725799482789467e-05,0.000611749518581022
2025-09-04,baseline_prediction_decile,D10,0.09999575637339671,0.047987487757406494,-0.027890689787978866,1.5074855171105734,0.0001039417541886395,0.000611749518581022
2025-09-04,zero_probability_quintile,Q1,0.20000212181330165,0.1290717057812364,-0.1145173783778842,2.015162446433081,0.00028891880101881577,0.00043511371942930237
2025-09-04,zero_probability_quintile,Q2,0.20000212181330165,0.24379033824032767,-0.15427969936859326,3.8072020520827174,1.1053760410916816e-05,0.00043511371942930237
2025-09-04,zero_probability_quintile,Q3,0.19999681728004753,0.27483378250717433,-0.1776385271869371,4.287390619878545,0.00024631070678614547,0.00043511371942930237
2025-09-04,zero_probability_quintile,Q4,0.20000212181330165,0.23313488674727084,-0.11926225165759814,3.6493374048267597,5.880450420017046e-06,0.00043511371942930237
2025-09-04,zero_probability_quintile,Q5,0.19999681728004753,0.11916928672399074,-0.05536114323162302,1.8696515086554428,4.419230748167014e-05,0.00043511371942930237
2025-09-04,recent_channel_mix,no_recent_gmv,0.38573504917302326,0.3657795267617203,-0.13275546920804757,2.9626832519967246,5.519499347559177e-05,6.655909695564127e-05
2025-09-04,recent_channel_mix,search-heavy,0.5640416299769784,0.5810005079145734,-0.1208088204754174,3.2228032969173177,6.280619172041996e-05,6.655909695564127e-05
2025-09-04,recent_channel_mix,mixed,0.029678863556795637,0.028527342051184897,-0.07985607186852048,3.014581738080775,2.0027221314942046e-06,6.655909695564127e-05
2025-09-04,recent_channel_mix,catalog-heavy,0.02054445729320277,0.024692623272521398,-0.12130779728246348,3.762774279294628,3.0270346991211835e-06,6.655909695564127e-05
2025-09-18,recency,0-7,0.31857610260437114,0.2810883475210458,0.18894480901656588,2.722474350549081,0.0005946995228576839,0.0007070716009520327
2025-09-18,recency,8-30,0.2983850281376783,0.3506224882336646,0.14476641364053258,3.65232941264977,0.00013009933090039246,0.0007070716009520327
2025-09-18,recency,31-90,0.18604371155607904,0.2273824653571685,0.14634974944523294,3.7992036973939185,0.0002082637660067789,0.0007070716009520327
2025-09-18,recency,>90/never,0.19699515770187148,0.14090669888812118,0.1518983189029657,2.2129082654683625,3.659178127065914e-05,0.0007070716009520327
2025-09-18,purchase_frequency,0,0.19830912184269076,0.1425467911902644,0.15302746914480128,2.2236021092541423,4.5148315029099434e-05,0.00014767311979352373
2025-09-18,purchase_frequency,1,0.12835492736552806,0.14801302728669244,0.15264929302720232,3.581484180516141,1.766560179785041e-05,0.00014767311979352373
2025-09-18,purchase_frequency,2-3,0.1935767569689831,0.2520007656320624,0.13366729800504865,4.051630128537548,7.591700193992057e-05,0.00014767311979352373
2025-09-18,purchase_frequency,4-7,0.22765606595995289,0.2780917776696523,0.17156540287408106,3.789137558935612,7.141754873888893e-05,0.00014767311979352373
2025-09-18,purchase_frequency,8+,0.25210312786284517,0.17934763822132843,0.18114529891366796,2.1910570045425244,6.746489855739701e-06,0.00014767311979352373
2025-09-18,activity_intensity,1-3,0.15644025651092788,0.14445409829384961,0.21614583821664227,2.8397934495463546,0.0002231665443913085,0.0004928051321172063
2025-09-18,activity_intensity,4-7,0.21639575971731448,0.24181328663339016,0.17455240454140405,3.4627318766059916,8.558365151470977e-06,0.0004928051321172063
2025-09-18,activity_intensity,8-15,0.3413427561837456,0.37927949238669273,0.15458589078422497,3.4495508727434925,9.247942188923379e-06,0.0004928051321172063
2025-09-18,activity_intensity,16+,0.28582122758801204,0.2344531226860675,0.12660721823478344,2.548180860057308,0.00015700162936602304,0.0004928051321172063
2025-09-18,tenure_quartile,Q1,0.25000392618767175,0.25492431791317716,0.18281594225558326,3.1541248168494227,0.00032707176542008887,0.0003619854241301862
2025-09-18,tenure_quartile,Q2,0.24999869127077606,0.2654612942991161,0.14964191449201927,3.2969765174632717,3.4661262937837416e-05,0.0003619854241301862
2025-09-18,tenure_quartile,Q3,0.24999869127077606,0.24997516394534663,0.14693820500358623,3.104137406758066,0.0001169991834616831,0.0003619854241301862
2025-09-18,tenure_quartile,Q4,0.24999869127077606,0.22963922384236019,0.16276393231946687,2.844952394264047,3.212161147917133e-07,0.0003619854241301862
2025-09-18,baseline_prediction_decile,D1,0.10000261745844785,0.04524591170069357,0.16161451444423916,1.3882410778332823,1.6196640737352744e-05,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D2,0.09999738254155215,0.08504932635732422,0.1609921233334927,2.6328121477381394,2.414111639730006e-05,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D3,0.10000261745844785,0.11370617977649052,0.1634113732544074,3.5276843750547595,9.426484260628416e-06,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D4,0.09999738254155215,0.12800068767382758,0.12533278612116786,3.9857266386435812,0.00010158582636841442,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D5,0.10000261745844785,0.1359870314654896,0.13913903247245524,4.2315141732476045,2.0893897932557622e-05,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D6,0.09999738254155215,0.13543211354806586,0.12979465402875554,4.216902414290829,5.8517659744427765e-05,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D7,0.10000261745844785,0.12385952045922324,0.17075079225202516,3.842619218783127,9.028989735525252e-06,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D8,0.09999738254155215,0.10596296078921358,0.18825970819622528,3.277070909980206,2.327230029390414e-05,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D9,0.10000261745844785,0.0801277921761182,0.20684037301293473,2.4619642572076197,3.401969421914712e-05,0.00029857358581523107
2025-09-18,baseline_prediction_decile,D10,0.09999738254155215,0.04662847605355365,0.15926374961108197,1.432289832783783,4.794601732256637e-06,0.00029857358581523107
2025-09-18,zero_probability_quintile,Q1,0.2,0.1335220763069257,0.16183221986325472,2.0607753612449886,8.402803417432562e-05,0.0001115775590717873
2025-09-18,zero_probability_quintile,Q2,0.2,0.247705079134414,0.1504227495485157,3.8490311661088685,1.1946234849609285e-05,0.0001115775590717873
2025-09-18,zero_probability_quintile,Q3,0.2,0.2734893390353939,0.14007731486163477,4.25504738978936,4.743919988068229e-05,0.0001115775590717873
2025-09-18,zero_probability_quintile,Q4,0.2,0.23029084948547898,0.1697311390561093,3.5706631475171395,7.78246091295151e-06,0.0001115775590717873
2025-09-18,zero_probability_quintile,Q5,0.2,0.1149926560377874,0.18063715232237626,1.7647183307490006,1.963572050233531e-06,0.0001115775590717873
2025-09-18,recent_channel_mix,no_recent_gmv,0.39061902892291583,0.3775800634662195,0.14795408508483993,2.999784573646523,0.0001554157033360406,0.00016011607558401872
2025-09-18,recent_channel_mix,search-heavy,0.5599947650831043,0.5720897572066878,0.17021459796319527,3.1645665123549644,0.00012509359579049209,0.00016011607558401872
2025-09-18,recent_channel_mix,mixed,0.028839157178379794,0.025976565781243154,0.16151634717619456,2.789644109767044,5.6693164808442433e-08,0.00016011607558401872
2025-09-18,recent_channel_mix,catalog-heavy,0.02054704881560005,0.024353613545849705,0.13477142099601486,3.6869888215581,1.4061470218554902e-07,0.00016011607558401872
2025-10-02,recency,0-7,0.3203661445372598,0.28303240953223113,0.12083619256258202,2.6968190521299893,0.0002795738389903484,0.0007450551783143781
2025-10-02,recency,8-30,0.2896114489865458,0.34084231592120295,0.10356404075292379,3.601252455798219,2.5458001591548964e-05,0.0007450551783143781
2025-10-02,recency,31-90,0.19415159994630707,0.23811068219734274,0.07556666203249857,3.7582515633550098,0.00024695817915396833,0.0007450551783143781
2025-10-02,recency,>90/never,0.19587080652988734,0.13801459234922317,0.0838182964345488,2.1555068122348846,5.6901586136688e-05,0.0007450551783143781
2025-10-02,purchase_frequency,0,0.19716666494573915,0.13966175939119457,0.08419901643312357,2.166869427724359,5.4690970585276734e-05,0.00012784612328257136
2025-10-02,purchase_frequency,1,0.12647784650014973,0.14557614612729938,0.10071103649216086,3.522364578636986,8.339023968789726e-06,0.00012784612328257136
2025-10-02,purchase_frequency,2-3,0.19221555649632927,0.2514991676465827,0.12241296831114909,4.000660228990629,9.850263965915053e-05,0.00012784612328257136
2025-10-02,purchase_frequency,4-7,0.22664099042820118,0.2780450201571728,0.10004574302936088,3.7551555039729005,5.089258857895688e-07,0.00012784612328257136
2025-10-02,purchase_frequency,8+,0.2574989416295807,0.1852179066777505,0.09417904847987313,2.1987020908089767,1.3257549018925403e-05,0.00012784612328257136
2025-10-02,activity_intensity,1-3,0.15209557343025598,0.13869479976565635,0.1324624025616326,2.781118699597377,7.238949367041377e-07,2.422205350703202e-05
2025-10-02,activity_intensity,4-7,0.21585593771619152,0.24223943200060397,0.1174388519750576,3.4304064410409643,9.879162210792604e-06,2.422205350703202e-05
2025-10-02,activity_intensity,8-15,0.3386682086177166,0.37650488877081173,0.09720559843337319,3.4025076886447714,1.2156725749990852e-06,2.422205350703202e-05
2025-10-02,activity_intensity,16+,0.2933802802358359,0.24256087946292795,0.07286392322899965,2.5321388477938713,1.7782706920017397e-05,2.422205350703202e-05
2025-10-02,tenure_quartile,Q1,0.25000258139126663,0.254608876025753,0.12240371213682211,3.1106386331100486,6.06918177044105e-05,6.753492189447987e-05
2025-10-02,tenure_quartile,Q2,0.24999741860873337,0.2648078999207676,0.09584334486560794,3.2417074184167203,1.8759527769677927e-05,6.753492189447987e-05
2025-10-02,tenure_quartile,Q3,0.25000258139126663,0.24978827727098746,0.10007340642913062,3.0564281356602385,1.1175464733411917e-07,6.753492189447987e-05
2025-10-02,tenure_quartile,Q4,0.24999741860873337,0.23079494678249188,0.08085547467363385,2.826798412156027,9.134710613692787e-06,6.753492189447987e-05
2025-10-02,baseline_prediction_decile,D1,0.10000309766951997,0.04452844032763918,0.101371600640859,1.3562920981986586,1.371420853753179e-06,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D2,0.09999793488698669,0.08408864648383353,0.09672993140403209,2.5714391133812513,2.2585223666165914e-07,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D3,0.10000309766951997,0.11389305992146333,0.11253590720749787,3.4826892927930677,4.518104455309865e-06,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D4,0.09999793488698669,0.12922944668400038,0.0946839335528736,3.957263763405767,1.8551140304971884e-05,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D5,0.09999793488698669,0.1356192994641907,0.08048317919037148,4.155864606822434,5.974527656347391e-05,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D6,0.10000309766951997,0.1332187454627357,0.11409431010495871,4.0754372630206825,2.2063690788296243e-05,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D7,0.09999793488698669,0.12530894943020918,0.11406641618051258,3.832892230134243,3.865434759355548e-05,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D8,0.10000309766951997,0.10463913243548577,0.12646886752577488,3.1953581955761763,8.696416735065889e-05,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D9,0.09999793488698669,0.08101584718086453,0.0956129272135247,2.4773455396852357,1.4569644723753333e-05,0.00024095224870863808
2025-10-02,baseline_prediction_decile,D10,0.09999793488698669,0.048458432609577634,0.061891099177484664,1.4834251945340855,4.872294879391484e-05,0.00024095224870863808
2025-10-02,zero_probability_quintile,Q1,0.20000103255650664,0.13171707398871504,0.09847273370279153,2.011539694428337,5.52354825080656e-06,0.00016627635222069622
2025-10-02,zero_probability_quintile,Q2,0.20000103255650664,0.2495408339586134,0.10694457030158641,3.8178390867679823,1.7352158314046358e-06,0.00016627635222069622
2025-10-02,zero_probability_quintile,Q3,0.20000103255650664,0.2739795590374851,0.0930163835654903,4.195643480721251,1.7728330649722958e-05,0.00016627635222069622
2025-10-02,zero_probability_quintile,Q4,0.20000103255650664,0.22862354567573542,0.11420101691757018,3.4952525206921976,0.00014384518517318403,0.00016627635222069622
2025-10-02,zero_probability_quintile,Q5,0.19999586977397338,0.11613898733945106,0.08633546158416867,1.774778525394596,4.651715596913716e-05,0.00016627635222069622
2025-10-02,recent_channel_mix,no_recent_gmv,0.39685793055024937,0.3848749833206864,0.07822625926569322,2.9702850054393695,0.0006943405233442951,0.0006945623641264156
2025-10-02,recent_channel_mix,search-heavy,0.5530837300071246,0.5645746195825062,0.11352082865442834,3.119949873504015,0.00045188442899163247,0.0006945623641264156
