fold,n,mean_expected_count,mean_actual_count,mae_count,rmse_count,count_log_score,auc_any_purchase,brier_any_purchase,p_alive_mean,p_alive_q05,p_alive_q50,p_alive_q95
2025-09-04,188518,1.5102406740188599,1.907213104318951,1.1906980782420145,1.8653069816124104,1.639946813778737,0.8307515805303511,0.16820109639754216,0.9933744668960571,0.9863662123680115,0.9989498853683472,1.0
2025-09-18,191025,1.5134084224700928,1.9743384373773067,1.2149436225855814,1.9051160175765798,1.6800062808523233,0.8328037450635831,0.1672841121103484,0.9934325218200684,0.9871046543121338,0.9989996552467346,1.0
2025-10-02,193694,1.5172604322433472,1.989736388323851,1.2239851008890372,1.9211266923780872,1.690418826074363,0.8345128458507824,0.16635041907941384,0.9937402009963989,0.98834228515625,0.999090850353241,1.0
2025-10-16,197379,1.5179935693740845,2.005051195922565,1.2324587992145875,1.938181309691315,1.698177944646649,0.8353201357278532,0.16595797095290846,0.9941015839576721,0.9897640943527222,0.999199628829956,1.0
