half,n,control,late,standalone_delta,base_slot,late_slot,slot_delta,residual_alignment
0,98707,1.7414618714410217,1.7415203206864247,5.844924540299168e-05,1.7345438182324375,1.7345567929909782,1.2974758540673648e-05,-0.0005633797192851303
1,98672,1.7572488417209522,1.7572538867152372,5.044994284997273e-06,1.7499480252476725,1.7499495558769012,1.5306292286965117e-06,0.0034143597973543
