model,feature,gain,split,gain_share
D1-behavior,w90_aov,485.46203994750977,9.4,0.003766523885828705
D1-behavior,w180_srch_per_day,468.65801963806155,16.8,0.0036361475872403936
D1-behavior,w14_cart2ord,459.767560005188,10.6,0.003567169735610975
D1-behavior,w14_lgmv_mean,446.4877990722656,9.0,0.0034641368872396477
D1-behavior,w30_days_cat,444.1489185333252,10.8,0.0034459903614742727
D1-behavior,dlog_gmv_30_90,436.7657245635986,7.0,0.003388706837424301
D1-behavior,w90_searches,430.0706394195557,14.0,0.00333676210016859
D1-behavior,w90_days_cart,422.2309196472168,13.4,0.0032759365580028
D1-behavior,w180_aov,361.455659866333,9.8,0.0028044033611808726
D1-behavior,w180_searches,357.1470582962036,9.4,0.0027709744843727783
D1-behavior,w30_days_search,329.3980016708374,9.0,0.0025556796188876086
D1-behavior,dlog_gmv_30_60,286.23007946014405,10.2,0.0022207553679085778
D1-behavior,w60_days_cat,284.79558143615725,9.8,0.0022096256180477968
D1-behavior,w90_gmv_per_day,253.40057945251465,8.8,0.00196604318495001
D1-behavior,w30_gmv_max,246.88653945922852,8.4,0.0019155031113520648
D1-behavior,w180_srch2cart,237.94487838745118,8.2,0.0018461280063294856
D1-behavior,trend_gmv_60_180,223.22460021972657,6.2,0.0017319187072238904
D1-behavior,w14_days_cat,168.46437911987306,4.4,0.0013070540138110738
D1-behavior,w30_gmv_per_day,165.97188034057618,4.4,0.0012877156198377042
D1-behavior,w14_days_cart,161.53029861450196,5.6,0.0012532549982329179
D1-behavior,w30_gmv,149.22880058288575,4.0,0.0011578121368867103
D1-behavior,w14_srch_per_day,148.8032600402832,5.8,0.0011545105221646315
D1-behavior,trend_gmv_30_60,148.24738044738768,4.8,0.0011501976540266572
D1-behavior,w30_orders,146.49208068847656,2.8,0.0011365789198627193
