model,group_fold,train_n,train_positive_rate,n,positive_rate,roc_auc,pr_auc,logloss,brier,ece10,mean_probability
D1-fixed-L180,0,300000,0.24506333333333333,205011,0.24450395344640044,0.6455033430678665,0.368473804912239,0.5329939430589735,0.17602493010098152,0.018547249057310367,0.24533098741998272
D1-fixed-L180,1,300000,0.24484,203909,0.24538397030047718,0.6499483107665136,0.3743086539859911,0.5329732788857422,0.1760954630315517,0.020048059772592212,0.24478710384904062
D1-fixed-L180,2,300000,0.24495,204569,0.24495891361838792,0.6477692477160815,0.370886968567242,0.5332429145188251,0.176154692943022,0.020477294318781848,0.24519819259508507
D1-fixed-L180,3,300000,0.24503,204621,0.24462787299446292,0.6459197511293417,0.36880499425250535,0.5330376752360171,0.17607069383957685,0.018944949103774547,0.2448493449070102
D1-fixed-L180,4,300000,0.24486333333333332,202506,0.24528162128529524,0.64828356827991,0.37497983681052904,0.5333171416049721,0.176185955014449,0.02073485930189544,0.24457618767117303
