s2,D,s2_from_pair,D_over_floor,noise_share,V_1,V_2,V_3
0.01304355901777457,0.024017183486997273,0.013286052071431803,3.3731999279490554,0.3519508281868642,0.03706074250477184,0.030538962995884558,0.028440804184255174
