model,n,rmsle_raw,rmsle_cal,offset,auc,rmsle_zero,rmsle_positive,mse_zero_contribution,mse_positive_contribution,mean_z_raw,mean_z_cal
NO_ADAPT_SLOT,197379,1.7432330679409656,1.7422988997694229,-0.05706201034952659,0.8442193097171986,1.8519429418502902,1.6693305697991394,1.3277658981886526,1.7078395579490886,2.688581140150571,2.631519129801044
BASE_SLOT,197379,1.74314353774343,1.7422615805946373,-0.05544346634687053,0.8441918647091629,1.8515600034133166,1.6695353353638271,1.3272168531633612,1.7082585620527628,2.686962596147915,2.631519129801044
LATE_SLOT,197379,1.7431472077853543,1.7422688089459835,-0.055331594806411914,0.8441928550400801,1.8515284286314606,1.6695697631163677,1.3271715873062258,1.70832901531983,2.6868507246074564,2.631519129801044
