heldout_cutoff,selected_weight,heldout_rmsle,base_rmsle,delta
2025-09-04,0.05,1.7674490540240066,1.7674620919796633,-1.303795565665844e-05
2025-09-18,0.05,1.7610249651698313,1.7610414698594123,-1.6504689581031684e-05
2025-10-02,0.025,1.7494239776112157,1.7494373933295952,-1.3415718379539143e-05
2025-10-16,0.125,1.7422698317693865,1.7422390459154218,3.078585396476541e-05
