mechanism,cutoff,candidate,raw_rho,rho_after_strong_level_conditioning,rho_after_production_span,rho_after_span_plus_levels,optimistic_binned_headroom
multi_horizon_predicted_future_state,2025-10-02,pred_I2_3,-0.0034544096177316287,-0.009843493546904454,-8.770627609491091e-05,-0.007966071200331283,0.00043203067023155523
multi_horizon_predicted_future_state,2025-10-02,pred_I4_7,-0.0032177361429154405,-0.008586446336915486,0.00012193086825900872,-0.008081033796357415,0.00024193040654277648
multi_horizon_predicted_future_state,2025-10-02,pred_I8_14,-0.0034432569336377214,-0.006606680796550795,-0.002388158223681882,-0.009518030790904379,0.0003668803640050115
multi_horizon_predicted_future_state,2025-10-02,pred_share_Y1_Y7,-0.0004741871696225038,-0.000544418461701666,-0.0004899287224684209,-0.0004992046743788372,0.0001571509215125287
multi_horizon_predicted_future_state,2025-10-02,pred_share_Y3_Y14,0.002047873153686932,0.001111406291743734,0.0018312652502109042,0.0012536005259237617,4.3469635387100356e-05
multi_horizon_predicted_future_state,2025-10-02,pred_share_Y7_Y14,-0.0012974726919794367,-0.0013220353660482794,0.000566018698848417,-0.0005453929690057673,0.00013130003937932507
multi_horizon_predicted_future_state,2025-10-02,pred_early_late_intensity_logratio,0.006078901415079451,0.00986031042277083,0.009025075819878978,0.012199419895172868,0.00023756843891445454
multi_horizon_predicted_future_state,2025-10-16,p1,-0.008149259493011101,-0.006825787806025439,-0.00214769869367056,-0.005023156251019805,0.0001471166588172855
multi_horizon_predicted_future_state,2025-10-16,p3,-0.00781707313435508,-0.006463145160712211,-0.001273597727513746,-0.00509637960958162,0.00019209634171199643
multi_horizon_predicted_future_state,2025-10-16,p7,-0.008349592776201667,-0.00801097782835256,-0.0030765013956413853,-0.007785932570540066,0.0002666401315203915
multi_horizon_predicted_future_state,2025-10-16,p14,-0.00833484151558441,-0.006986577106132327,-0.003799415734088455,-0.009061541345952634,0.0002968126445645397
multi_horizon_predicted_future_state,2025-10-16,pred_I2_3,-0.007646543284012474,-0.00736615450767619,-0.0015865710446929633,-0.0057316237361690935,0.00018016914102438435
multi_horizon_predicted_future_state,2025-10-16,pred_I4_7,-0.008675446100483453,-0.010337427046493819,-0.005056253606818205,-0.009945929277474662,0.00018473141769372018
multi_horizon_predicted_future_state,2025-10-16,pred_I8_14,-0.008577466928757414,-0.00948557149208268,-0.0060770839142961905,-0.011385590373434586,0.0002660270094224844
multi_horizon_predicted_future_state,2025-10-16,pred_share_Y1_Y7,0.0005221832331231005,0.00035832021001963913,0.00038963703261902437,0.0003472967226146988,0.00018408257276237297
multi_horizon_predicted_future_state,2025-10-16,pred_share_Y3_Y14,0.00022614202888122118,6.653067952825009e-06,6.965586163631413e-05,6.235675213320488e-05,0.0002447658014303577
multi_horizon_predicted_future_state,2025-10-16,pred_share_Y7_Y14,0.0019403297580191793,0.002078206733890248,0.002676094058360588,0.0022029057818724585,0.00016268369745825708
multi_horizon_predicted_future_state,2025-10-16,pred_early_late_intensity_logratio,0.01087269266681249,0.013204987142338573,0.011909752329268794,0.014893573445775235,0.00035053568494590757
multi_horizon_predicted_future_state,weighted_1_2_4_8,p1,-0.0031926036581305423,-0.006108045218174161,0.0008756588005592524,-0.003919260941371232,0.00022983028993072736
multi_horizon_predicted_future_state,weighted_1_2_4_8,p3,-0.003008461842961306,-0.005886607337975461,0.0011122394185644035,-0.0044195305407188305,0.0002390662273319389
multi_horizon_predicted_future_state,weighted_1_2_4_8,p7,-0.00333511673386594,-0.005915989057867161,1.736439265802095e-05,-0.005975308085156864,0.00025614356983211435
multi_horizon_predicted_future_state,weighted_1_2_4_8,p14,-0.003510159399193543,-0.004111732043177389,-0.0016232427065665334,-0.0072604846080050875,0.00029609139937975817
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_I2_3,-0.003017013359923956,-0.007306453012141819,0.0004794352988385904,-0.005464528218620069,0.00024897691011866813
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_I4_7,-0.0035486070465646476,-0.00815442402499559,-0.0015347382842617117,-0.007809058553690288,0.000199591115232918
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_I8_14,-0.003651079454969815,-0.006624783123305195,-0.0035022317050256158,-0.009314729659916724,0.00027213183608497995
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_share_Y1_Y7,0.00044234719062955126,0.00029354413599699765,0.0005425598405361558,0.00029177605013918663,0.00015752438053676134
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_share_Y3_Y14,0.0003032919128014353,-3.713085479983281e-05,0.0005398364883620448,0.00010188684324186176,0.0001585465086184175
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_share_Y7_Y14,-3.3737510395347634e-06,0.0006409001747406678,0.001778646235990452,0.0010203568640498176,0.00013915759006941607
multi_horizon_predicted_future_state,weighted_1_2_4_8,pred_early_late_intensity_logratio,0.005623646781417539,0.009915656379008481,0.00940390804490967,0.012038498097801439,0.00029329038262763013
