experiment,cutoff,rho,b,G,deployable_amplitude,amplitude_source,delta_MSE,baseline_RMSLE,corrected_RMSLE,delta_RMSLE
A1_TREE_TRAJ_180,2025-09-04,0.029035095028631337,0.0029034032163074756,0.0031787337750669607,1.0,fixed_residual_objective,-0.0026280726575479895,1.783465787129073,1.7827288467970603,-0.0007369403320127699
A1_TREE_TRAJ_180,2025-09-18,0.034303186031901904,0.0033654583578015718,0.0030853617365422335,0.9133835740133083,strictly_earlier_heldout_folds,-0.0035738854084394764,1.770323486872621,1.7693138112738493,-0.001009675598771631
A1_TREE_TRAJ_180,2025-10-02,0.032405120826897525,0.0030905308743670447,0.0029566591693170273,1.0304683658311304,strictly_earlier_heldout_folds,-0.0032298155538526,1.7544181218191863,1.7534973996598082,-0.0009207221593781068
A1_TREE_TRAJ_180,2025-10-16,0.0288469091080418,0.0026777066900934496,0.0028231875208596336,1.03873941562823,strictly_earlier_heldout_folds,-0.0025167172975903524,1.7488246991674166,1.7481050057477712,-0.0007196934196453952
A1_TREE_TRAJ_365,2025-09-04,0.03230667136243182,0.0035039758960838086,0.0037395878927612243,1.0,fixed_residual_objective,-0.003268363899406393,1.783465787129073,1.7825492559703695,-0.000916531158703604
A1_TREE_TRAJ_365,2025-09-18,0.03416840706850358,0.003515942977371087,0.0033940696084198843,0.9369951974832592,strictly_earlier_heldout_folds,-0.0036089860150729583,1.770323486872621,1.769303891974966,-0.0010195948976550184
A1_TREE_TRAJ_365,2025-10-02,0.03427524338959888,0.003440189862559619,0.003274659206416248,1.0007726968167299,strictly_earlier_heldout_folds,-0.003605974373555899,1.7544181218191863,1.753390136790442,-0.0010279850287442382
A1_TREE_TRAJ_365,2025-10-16,0.03207559774213456,0.003148617544824397,0.003157203649371084,1.0283690443284,strictly_earlier_heldout_folds,-0.0031370033551706947,1.7488246991674166,1.7479275800395262,-0.0008971191278903667
