cutoff,a180,a365,coefficient_source,rho_joint_correction,corr_180_365,delta_MSE,baseline_RMSLE,corrected_RMSLE,delta_RMSLE
2025-09-04,0.5,0.5,fixed_equal_average,0.03258411996121281,0.7793467772645645,-0.003334292421197729,1.783465787129073,1.7825307631114606,-0.0009350240176124736
2025-09-18,0.3090353282007244,0.7149435092733899,strictly_earlier_heldout_folds,0.035591810237559564,0.8154996155512273,-0.003911842251679643,1.770323486872621,1.769218303636144,-0.0011051832364770142
2025-10-02,0.5004496911970137,0.6221463729613976,strictly_earlier_heldout_folds,0.03511539391298534,0.8130951307485836,-0.003790446764682576,1.7544181218191863,1.7533375315103703,-0.0010805903088160207
2025-10-16,0.46344786410746097,0.6736171715350823,strictly_earlier_heldout_folds,0.03248036579521395,0.7893222507889894,-0.003213530264097438,1.7488246991674166,1.7479056891474172,-0.0009190100199993889
