cutoff,rho,b,G,deployable_amplitude,amplitude_source,delta_MSE,baseline_RMSLE,corrected_RMSLE,delta_RMSLE,corr_with_A1_365
2025-09-04,0.03331853934956558,0.004203772582474643,0.005060488837619705,1.0,fixed_residual_objective,-0.0033470563273295824,1.783465787129073,1.7825271828313292,-0.0009386042977439502,0.38443544252896944
2025-09-18,0.03609840835456108,0.004112884170434104,0.004161054601394885,0.830704842430196,strictly_earlier_heldout_folds,-0.003961764417533364,1.770323486872621,1.769204195042308,-0.0011192918303128963,0.4324181790483797
2025-10-02,0.036537944394501254,0.004151009209437494,0.004195479020643085,0.9287838494297732,strictly_earlier_heldout_folds,-0.00409159495657693,1.7544181218191863,1.7532516508507798,-0.0011664709684064967,0.4780741654307492
2025-10-16,0.02559537056626528,0.00206727855778596,0.0021374080840667778,0.9625077215804597,strictly_earlier_heldout_folds,-0.0019994031705216227,1.7488246991674166,1.7482529637462318,-0.0005717354211847159,0.3898567490855916
