model,feature,gain,split,gain_share,task
p28_late,trend_pres_60_180,4123.487029075623,116.6,0.10179729997889238,p28_late
p28_late,trend_srch_14_30,1512.6941173553466,37.0,0.03734416423646376,p28_late
p28_late,w7_carts,1098.7780241012574,39.0,0.02712573977823928,p28_late
p28_late,dlog_buyd_60_180,933.3756298065185,49.0,0.023042419755519798,p28_late
p28_late,trend_gmv_60_180,914.9823942184448,46.0,0.022588342488503072,p28_late
p28_late,w14_lgmv_mean,872.3856569290161,39.2,0.02153674882192954,p28_late
p28_late,rec_buy,818.88099193573,45.6,0.020215869092179865,p28_late
p28_late,trend_srch_30_60,777.8577083587646,53.0,0.01920311957339705,p28_late
p28_late,rec_cat,771.3243787765502,57.4,0.019041830036979922,p28_late
p28_late,w14_gmv_max,764.2922874450684,31.0,0.018868227475433777,p28_late
p28_late,w7_gmv_max,757.3088542938233,27.6,0.0186958261475365,p28_late
p28_late,w60_srch_per_day,752.3372694015503,52.0,0.018573091696068446,p28_late
p28_late,w14_carts,698.5417411804199,35.6,0.017245031371097078,p28_late
p28_late,w180_cart2ord,630.7850334167481,40.4,0.01557230878044378,p28_late
p28_late,dlog_gmv_14_30,627.1757843017579,28.4,0.015483206568586072,p28_late
p28_late,w30_lgmv_mean,589.3605752944947,33.4,0.014549655390194262,p28_late
p28_late,trend_srch_60_180,533.1280466079712,32.6,0.013161432376296014,p28_late
p28_late,trend_pres_30_60,529.7446947097778,37.4,0.013077906931524151,p28_late
p28_late,w7_srch_per_day,525.7329967498779,30.8,0.012978869389325264,p28_late
p28_late,w90_srch2cart,456.0098735809326,33.6,0.011257601531648629,p28_late
p28_late,trend_srch_7_30,444.0968412399292,26.0,0.010963502261219438,p28_late
p28_late,w7_lgmv_mean,429.96336250305177,17.8,0.010614586412914772,p28_late
p28_late,w14_lgmv_std,418.81321773529055,27.4,0.010339320691517242,p28_late
p28_late,w14_cart2ord,413.1354564666748,25.2,0.01019915273100364,p28_late
p28_late,w14_srch2cart,396.6921106338501,28.2,0.009793212759179366,p28_late
p28_late,w30_lgmv_std,361.6237396240234,26.2,0.008927473287153261,p28_late
p28_late,w180_ponly_share,351.97435722351076,26.2,0.00868925716863276,p28_late
p28_late,w180_buyday_rate,339.1529964447021,23.0,0.00837273382318875,p28_late
p28_late,w7_cart2ord,331.1003879547119,21.2,0.008173937562575347,p28_late
p28_late,dlog_buyd_14_30,326.050270652771,16.8,0.00804926436673665,p28_late
p28_late,w180_days_cat,321.3915565490723,23.0,0.007934253815281992,p28_late
p28_late,w180_srch_per_day,309.5317893981934,22.8,0.007641469512621416,p28_late
p28_late,w30_orders,303.5585514068604,18.6,0.007494007062670324,p28_late
p28_late,dlog_buyd_30_90,303.2663356781006,21.4,0.0074867930780041034,p28_late
p28_late,w14_srch_per_day,296.3443532943726,20.8,0.007315908796764366,p28_late
p28_late,w30_carts,295.4323831558228,17.4,0.007293394818398207,p28_late
p28_late,w60_lgmv_std,286.06008262634276,21.0,0.007062019072151301,p28_late
p28_late,w7_days_presence_only,284.5651153564453,17.6,0.007025112533932726,p28_late
p28_late,weekend_share,284.26046657562256,20.8,0.007017591612171377,p28_late
p28_late,w60_lgmv_mean,283.36845741271975,19.2,0.006995570414165985,p28_late
p28_late,w7_srch2cart,275.59313163757326,20.6,0.006803619484095124,p28_late
p28_late,w60_carts,272.20018405914306,17.2,0.006719857148960158,p28_late
p28_late,rec_over_buygap,260.5839500427246,20.6,0.006433084994602382,p28_late
p28_late,w30_ponly_share,260.06898097991944,18.8,0.006420371856475213,p28_late
p28_late,dlog_gmv_60_180,259.22507705688474,13.2,0.0063995382415757895,p28_late
p28_late,gap_cv,255.69588623046874,20.0,0.006312412443748323,p28_late
p28_late,w14_ponly_share,251.01382141113282,18.2,0.006196825428784096,p28_late
p28_late,trend_pres_7_30,250.8472162246704,18.0,0.00619271241520487,p28_late
p28_late,trend_pres_30_90,244.8981155395508,20.0,0.006045845847472871,p28_late
p28_late,w90_lgmv_std,243.00785789489746,18.2,0.0059991807014124245,p28_late
p28_late,trend_pres_14_30,241.69209995269776,17.6,0.005966698337578788,p28_late
p28_late,w14_aov,240.942374420166,16.0,0.005948189722322133,p28_late
p28_late,w90_carts,236.8630256652832,15.4,0.005847482072221335,p28_late
p28_late,w90_lgmv_mean,228.82195796966553,17.4,0.005648970721369609,p28_late
p28_late,trend_srch_30_90,226.287504196167,16.8,0.005586402184293041,p28_late
p28_late,buygap_mean,221.88246994018556,16.2,0.005477654274960108,p28_late
p28_late,buygap_cv,220.8942855834961,17.4,0.005453258781853655,p28_late
p28_late,w90_srch_per_day,219.97887802124023,15.8,0.005430659943161831,p28_late
p28_late,trend_gmv_14_30,210.30009212493897,13.2,0.00519171793500954,p28_late
p28_late,trend_gmv_30_90,206.46830787658692,12.6,0.005097121956452204,p28_late
p28_late,w30_srch2cart,201.1787364959717,15.4,0.004966537312728235,p28_late
p28_late,rec_cart,199.41995792388917,14.8,0.0049231180152656045,p28_late
p28_late,w30_cart2ord,196.3387704849243,14.0,0.004847052161340555,p28_late
p28_late,w30_gmv_max,196.19243774414062,14.0,0.004843439617441362,p28_late
p28_late,w180_days_search,191.9796953201294,12.6,0.0047394388527373646,p28_late
p28_late,w60_buyday_rate,190.0136749267578,13.0,0.0046909033374471585,p28_late
p28_late,w90_cart2ord,182.80867290496826,14.0,0.004513032097162196,p28_late
p28_late,w30_srch_per_day,174.2219675064087,13.4,0.004301050485694997,p28_late
p28_late,w30_aov,172.49002227783203,11.6,0.004258293628031265,p28_late
p28_late,w180_lgmv_mean,171.9989782333374,12.6,0.004246171131331797,p28_late
p28_late,w14_searches,171.34149627685548,11.2,0.004229939750589537,p28_late
p28_late,w180_carts,168.97178974151612,12.4,0.004171438359572924,p28_late
p28_late,w7_ponly_share,162.70682125091554,11.6,0.004016773903907365,p28_late
p28_late,buygap_std,161.36426391601563,12.8,0.003983629938424756,p28_late
p28_late,dlog_gmv_7_30,156.31779689788817,10.4,0.0038590468578292366,p28_late
p28_late,dlog_gmv_30_90,155.84059314727784,11.2,0.003847266039068465,p28_late
p28_late,w180_days_presence_only,155.30176677703858,11.8,0.00383396393110474,p28_late
p28_late,w60_days_present,150.2914810180664,10.4,0.003710274064060245,p28_late
p28_late,rec_over_gap,148.53392372131347,10.6,0.003666884916451417,p28_late
p28_late,dlog_buyd_30_60,146.70906352996826,10.8,0.0036218342496230674,p28_late
