task,cutoff_a,cutoff_b,feature,hist_mean,test_mean,smd,ks,psi,hist_missing,test_missing,hist_q10,test_q10,hist_q50,test_q50,hist_q90,test_q90,median_delta_iqr,gain,split,gain_share,linear_standardized_coef,signed_ks
p28_late,2025-09-18,2025-10-16,trend_pres_60_180,1.1271858990891526,1.1537825417509924,0.06632753095654392,0.04149999999999998,0.008874651765646268,0.0,0.0,0.6923028826713562,0.7272687554359436,1.0609744787216187,1.0882333517074585,1.6499851942062378,1.6666333675384521,0.06550215885721558,4123.487029075623,116.6,0.10179729997889238,0.045712583,0.04149999999999998
p28_late,2025-09-18,2025-10-16,trend_srch_14_30,0.9704082212190144,1.0048259748469262,0.05729465219917987,0.03451666666666664,0.005442922301682371,0.0,0.0,0.0,0.0,0.9586458802223206,1.00840163230896,1.8367267847061157,1.836730718612671,0.05910393528016316,1512.6941173553466,37.0,0.03734416423646376,-0.006265706,0.03451666666666664
p28_late,2025-09-18,2025-10-16,w7_carts,2.7458833333333335,3.1728833333333335,0.06410085516997378,0.030466666666666642,0.0053842735676612845,0.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0,1098.7780241012574,39.0,0.02712573977823928,0.073419966,0.030466666666666642
p28_late,2025-09-18,2025-10-16,dlog_buyd_60_180,-0.6932927661413327,-0.7000833485546212,-0.01306076106276374,0.011133333333333328,0.001188718927596891,0.0,0.0,-1.3862943649291992,-1.3862943649291992,-0.6931471824645996,-0.6931471824645996,0.0,0.0,0.0,933.3756298065185,49.0,0.023042419755519798,-0.11390754,-0.011133333333333328
p28_late,2025-09-18,2025-10-16,trend_gmv_60_180,1.0378752892735854,1.0204695661671708,-0.017935433141058818,0.0131,0.0009709388591136422,0.0,0.0,0.0,0.0,0.8351855874061584,0.826496422290802,2.668872308731079,2.620761442184448,-0.0050667941486625834,914.9823942184448,46.0,0.022588342488503072,-0.08270426,-0.0131
p28_late,2025-09-18,2025-10-16,w14_lgmv_mean,3.305652382240311,3.2691755941447673,-0.039639924042304854,0.024734943919341668,0.003584118371059112,0.5709500000000001,0.5535666666666667,2.239853048324585,2.152430295944214,3.206618070602417,3.1730332374572754,4.499567699432373,4.47671365737915,-0.02869967637098689,872.3856569290161,39.2,0.02153674882192954,-0.05763663,-0.024734943919341668
p28_late,2025-09-18,2025-10-16,rec_buy,27.55390628008163,27.260154478730353,-0.008319533374237985,0.02073681993397719,0.004667724731058082,0.13429999999999997,0.13256666666666672,1.0,1.0,14.0,13.0,77.0,76.0,-0.03125,818.88099193573,45.6,0.020215869092179865,0.07378021,-0.02073681993397719
p28_late,2025-09-18,2025-10-16,trend_srch_30_60,1.0095809134040339,1.0202519540786898,0.02436014268122548,0.014933333333333326,0.001734495456101822,0.0,0.0,0.4285705089569092,0.45161202549934387,0.999998152256012,1.0136979818344116,1.5999808311462402,1.5909332156181333,0.023065523417384416,777.8577083587646,53.0,0.01920311957339705,-0.0120358,0.014933333333333326
p28_late,2025-09-18,2025-10-16,rec_cat,35.4285203313253,34.16612643351341,-0.030987745083085837,0.017750630043631976,0.002242856178797374,0.1146666666666667,0.12075000000000002,1.0,1.0,19.0,18.0,99.0,96.0,-0.021739130434782608,771.3243787765502,57.4,0.019041830036979922,0.009745802,-0.017750630043631976
p28_late,2025-09-18,2025-10-16,w14_gmv_max,83.74873243531438,85.23040607899891,0.007335096368395528,0.023018596198745266,0.002544873760556806,0.5709500000000001,0.5535666666666667,9.040657424926758,8.3587965965271,34.94093704223633,35.15549087524414,177.69618530273436,183.97122955322266,0.003306800605300197,764.2922874450684,31.0,0.018868227475433777,0.01301477,0.023018596198745266
