model,group_fold,train_n,train_positive_rate,n,positive_rate,roc_auc,pr_auc,logloss,brier,ece10,mean_probability,cutoff_a,cutoff_b
p28_late,0,180000,0.5003333333333333,48347,0.4986865782778663,0.5585914923121866,0.5512366758051745,0.6878019437893839,0.2473417389648552,0.007593880561445211,0.5001478132148597,2025-09-18,2025-10-16
p28_late,1,180000,0.49966666666666665,47954,0.5013346123368227,0.5548147256619048,0.5499453768385449,0.6883204815509902,0.24760089135869268,0.0028576062727388362,0.4993283898707262,2025-09-18,2025-10-16
p28_late,2,180000,0.49971666666666664,48071,0.5011337396767281,0.5622197689401578,0.5553746897776319,0.6874004672084286,0.24714126131944278,0.011109418833655764,0.49960980461395216,2025-09-18,2025-10-16
p28_late,3,180000,0.5000833333333333,48095,0.499656928994698,0.5584453751545544,0.5538401655984848,0.6876638624656979,0.2472759831978863,0.005722753441944768,0.4999386851449731,2025-09-18,2025-10-16
p28_late,4,180000,0.5002,47533,0.49919003639576714,0.5580567592485188,0.5526707097221718,0.687738080737118,0.24731265479190462,0.007718271125166188,0.49990707068523754,2025-09-18,2025-10-16
