fold,n,K,oracle_gain,oracle_gain_debiased,oracle_rho,oracle_correction_rms,perp_fraction,passes_0.001
2025-07-03,181338,16,0.0003183285571684528,3.2946113206393755e-05,0.009920663069443189,0.01784176440738002,0.9946240317624107,False
2025-08-07,184617,16,0.0003016169604317849,1.9084266619776274e-05,0.009629902906929564,0.01736712297508673,0.9974793566082086,False
2025-09-11,189815,16,0.0006164612538731476,0.00035304546579089437,0.014076069178052077,0.024828637777233622,0.9966403796482367,False
2025-10-16,197379,16,0.00016191725300781303,0.0,0.007306610099397355,0.012724671037312243,0.9945028357204353,False
