task,cutoff_a,cutoff_b,feature,hist_mean,test_mean,smd,ks,psi,hist_missing,test_missing,hist_q10,test_q10,hist_q50,test_q50,hist_q90,test_q90,median_delta_iqr,gain,split,gain_share,linear_standardized_coef,signed_ks
p07_mid,2025-09-18,2025-09-25,rec_cat,35.4285203313253,35.00090499443805,-0.010473072619059793,0.01281213143738058,0.004161710639573157,0.1146666666666667,0.11601666666666666,1.0,1.0,19.0,19.0,99.0,98.0,0.0,1553.4351961135865,117.0,0.05897231383187619,-0.015155003,-0.01281213143738058
p07_mid,2025-09-18,2025-09-25,trend_pres_14_30,1.0002621807560326,1.0140451530988017,0.029295739255556483,0.018366666666666642,0.0014718739644926791,0.0,0.0,0.42856886982917786,0.4285701513290405,0.9999989867210388,1.020406723022461,1.5584373474121094,1.607130765914917,0.04444386464121495,731.5511917114258,54.8,0.02777152633699871,0.014556806,0.018366666666666642
p07_mid,2025-09-18,2025-09-25,trend_srch_14_30,0.9704082212190144,0.9934437820197083,0.03802613478480141,0.02228333333333332,0.002115989568245138,0.0,0.0,0.0,0.0,0.9586458802223206,0.9924808740615845,1.8367267847061157,1.8506468534469604,0.04019196177757229,606.3271073341369,43.4,0.02301770459941858,-0.0082171615,0.02228333333333332
p07_mid,2025-09-18,2025-09-25,w7_lgmv_mean,3.313359339283945,3.269633485269476,-0.04488354906816626,0.02878362001037127,0.0020681707880704477,0.7070166666666666,0.7018166666666666,2.1886072158813477,2.118570566177368,3.1994214057922363,3.140613079071045,4.586184120178223,4.580503940582275,-0.04563369478354845,593.1392043113708,40.2,0.022517058574538604,-0.058332242,-0.02878362001037127
p07_mid,2025-09-18,2025-09-25,trend_pres_60_180,1.1271858990891526,1.1340217226153861,0.01695750059401527,0.01201666666666662,0.000783306834944149,0.0,0.0,0.6923028826713562,0.6999958157539368,1.0609744787216187,1.0657882690429688,1.6499851942062378,1.6551620960235596,0.011567376923403868,543.8358771324158,47.0,0.020645380058030724,-0.008211861,0.01201666666666662
p07_mid,2025-09-18,2025-09-25,trend_pres_30_60,1.0249062846759955,1.0176031280938536,-0.025002882440227792,0.011983333333333346,0.0006441711950105316,0.0,0.0,0.6666600108146667,0.6666533350944519,0.9999985098838806,0.9999979734420776,1.3999916315078735,1.3999916315078735,-1.5646707089644678e-06,458.4030375480652,43.0,0.017402134224460547,-0.012119306,-0.011983333333333346
p07_mid,2025-09-18,2025-09-25,dlog_buyd_14_30,-0.33003053996575377,-0.31268591580415767,0.042514288263726864,0.01805000000000001,0.0018165306477890498,0.0,0.0,-0.9162907600402832,-0.9162907600402832,0.0,0.0,0.0,0.0,0.0,411.06946792602537,23.6,0.015605232667499951,0.03617079,0.01805000000000001
p07_mid,2025-09-18,2025-09-25,trend_srch_30_60,1.0095809134040339,0.9984612700353377,-0.02511811165211714,0.011933333333333296,0.0009437766750556673,0.0,0.0,0.4285705089569092,0.41379280388355255,0.999998152256012,0.9999953508377075,1.5999808311462402,1.583332085609436,-4.71656812467997e-06,402.154420375824,37.4,0.015266795001563268,-0.008250951,-0.011933333333333296
p07_mid,2025-09-18,2025-09-25,dlog_gmv_14_30,-0.9482599594759984,-0.8909270528769971,0.03876537954823711,0.018000000000000016,0.0016471438016809731,0.0,0.0,-3.4822139263153074,-3.3288930654525757,0.0,0.0,0.0,0.0,0.0,356.5221343994141,22.4,0.013534478458073545,-0.026809871,0.018000000000000016
p07_mid,2025-09-18,2025-09-25,trend_pres_7_30,1.0258575554701188,1.0315967013299465,0.007259524449107351,0.008133333333333326,0.00044119238056659823,0.0,0.0,0.0,0.0,0.9890087246894836,0.9890098571777344,1.9047555923461914,1.9047555923461914,1.4482801254271568e-06,339.9540383338928,31.8,0.012905511789095644,-0.037708327,0.008133333333333326
p07_mid,2025-09-18,2025-09-25,w14_days_cat,0.80855,0.81045,0.001236364573569539,0.004683333333333373,0.00019284523791161652,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,339.3586835861206,24.6,0.012882910622909404,0.12405553,0.004683333333333373
p07_mid,2025-09-18,2025-09-25,dlog_gmv_30_60,-0.9105352649526334,-0.9458594551128381,-0.025571530019380923,0.015183333333333326,0.0010075468073176836,0.0,0.0,-3.104274296760559,-3.159922981262207,-0.273280531167984,-0.3068830966949463,0.0,0.0,-0.027920381689198012,317.5157509803772,23.8,0.012053697869228346,-0.080284975,-0.015183333333333326
p07_mid,2025-09-18,2025-09-25,trend_pres_7_14,0.9425136208986242,0.9394505248794953,-0.005303627955126991,0.0065833333333333854,0.00040624807716565614,0.0,0.0,0.0,0.0,0.9999964833259583,0.9999964833259583,1.9999719858169556,1.9999719858169556,0.0,298.040514087677,28.0,0.011314368810082662,0.006159073,-0.0065833333333333854
p07_mid,2025-09-18,2025-09-25,w7_gmv_max,71.42870900282996,70.52645109355996,-0.0055079011372326505,0.02516388492808158,0.0016354170430558823,0.7070166666666666,0.7018166666666666,8.259944152832032,7.580345630645752,29.69219398498535,28.1143856048584,152.05685729980473,150.97145080566406,-0.029091909909139697,287.73815393447876,22.0,0.010923265262484787,0.061290726,-0.02516388492808158
p07_mid,2025-09-18,2025-09-25,rec_over_buygap,1.9248229335402507,1.9156788902277946,-0.0013980303775100841,0.009699775769226482,0.000620027984442595,0.22185,0.21914999999999996,0.04678362533450127,0.04878048598766327,0.7021275758743286,0.689655065536499,3.594917631149295,3.6363635063171387,-0.008559835687021573,277.36197996139526,27.4,0.010529359556314549,0.004262307,-0.009699775769226482
p07_mid,2025-09-18,2025-09-25,weekend_share,0.2756585427382961,0.2759038604855382,0.0031758292080493558,0.0036166666666667124,0.00021779652453805083,0.0,0.0,0.1875,0.1875,0.27659574151039124,0.2769230902194977,0.3617021143436432,0.3617021143436432,0.004200974401172785,267.5536195755005,27.4,0.010157009484486489,0.003773196,0.0036166666666667124
p07_mid,2025-09-18,2025-09-25,trend_srch_7_14,0.8969466065639009,0.8961593149469544,-0.0011401661765997387,0.0032333333333333103,0.00011976491748399022,0.0,0.0,0.0,0.0,0.9090897440910339,0.9090897440910339,1.9999719858169556,1.9999719858169556,0.0,267.08148155212405,25.8,0.010139085935595505,0.008344279,-0.0032333333333333103
