model,feature,gain,split,gain_share
p07_mid,w90_gmv_per_day,80.85235509872436,7.6,0.0030693591022381023
p07_mid,gap_mean,80.11957969665528,7.8,0.0030415411017916017
p07_mid,w60_searches,78.50703573226929,7.8,0.002980324870195086
p07_mid,w14_searches,78.45020008087158,7.6,0.0029781672456739923
p07_mid,w60_days_search,78.35828790664672,6.8,0.002974678027973171
p07_mid,w60_gmv_per_day,74.49638004302979,7.2,0.002828070275623548
p07_mid,w30_gmv_per_day,71.08836603164673,6.8,0.0026986934774632355
p07_mid,w90_days_cart,70.80683164596557,6.6,0.0026880057228736713
p07_mid,w90_days_search,67.58327808380128,6.8,0.0025656315081028125
p07_mid,w7_gmv_per_day,67.22600021362305,6.4,0.002552068340010544
p07_mid,gap_std,66.72710971832275,7.0,0.0025331291998840714
p07_mid,w14_buyday_rate,66.65500440597535,6.8,0.0025303919005623264
p07_mid,w60_days_cat,65.82282590866089,6.2,0.0024988003081801366
p07_mid,w7_carts,63.97840394973755,6.2,0.0024287814037081937
p07_mid,w90_searches,63.30908031463623,6.2,0.0024033721921987356
p07_mid,w30_days_present,61.040074062347415,5.8,0.002317234998235814
p07_mid,w60_gmv,59.90638380050659,5.6,0.00227419725963128
p07_mid,w30_days_cat,59.123334121704104,5.8,0.0022444707209769354
p07_mid,w90_orders,58.562042236328125,5.4,0.0022231626668666065
p07_mid,w180_searches,56.60044050216675,5.6,0.002148695322899167
p07_mid,w180_orders,55.79285564422607,5.4,0.0021180373670298147
p07_mid,w180_days_search,55.78243579864502,5.8,0.002117641803439378
p07_mid,w14_days_search,53.86611375808716,5.4,0.0020448933907206176
p07_mid,w90_cat_gmv_share,53.2334680557251,5.0,0.0020208765659458076
p07_mid,w180_days_buy,52.706904315948485,5.2,0.002000886879737924
p07_mid,w30_gmv,52.59552583694458,5.0,0.001996658672063495
p07_mid,w30_days_cart,51.36061820983887,4.6,0.0019497784672623862
p07_mid,w7_cart2ord,49.90296792984009,5.2,0.0018944423901706162
p07_mid,w14_gmv,49.47731199264526,4.8,0.0018782834183799324
p07_mid,w60_days_cart,45.97558012008667,4.4,0.0017453488540928302
p07_mid,w60_gmv_cat,45.84621210098267,4.4,0.0017404377181526275
p07_mid,dlog_buyd_7_30,45.36005010604858,4.6,0.0017219817839687547
p07_mid,w90_gmv,43.132770252227786,4.4,0.0016374286292188533
p07_mid,w7_gmv,40.380225849151614,3.6,0.0015329351088064877
p07_mid,w14_orders,38.092559814453125,3.8,0.001446089542491085
p07_mid,w7_orders,36.49762372970581,3.4,0.0013855417503676566
p07_mid,w7_days_present,36.22085380554199,3.4,0.0013750348667410674
p07_mid,w14_days_presence_only,33.205321884155275,3.0,0.001260557677552253
p07_mid,w30_gmv_cat,32.422382259368895,3.2,0.0012308353168256343
p07_mid,w14_cat_gmv_share,31.52256965637207,3.2,0.0011966761633916431
p07_mid,w60_orders,30.992116355895995,3.0,0.0011765388196600915
p07_mid,w60_cat_gmv_share,30.811259746551514,3.2,0.0011696730471119252
p07_mid,w7_buyday_rate,30.224004077911378,3.0,0.0011473793423746842
p07_mid,w14_days_cart,27.72327642440796,2.6,0.0010524454202133946
p07_mid,w30_days_buy,27.605650329589842,2.4,0.0010479800373021627
p07_mid,w90_gmv_cat,26.276985931396485,2.6,0.0009975405892559692
p07_mid,w7_days_search,25.60106191635132,2.2,0.0009718808106945784
p07_mid,w90_lgmv,24.254266262054443,2.0,0.000920753054486076
p07_mid,w90_days_buy,23.543649864196777,2.4,0.0008937762656677316
p07_mid,w7_presence_rate,20.711269664764405,2.0,0.0007862519772841532
p07_mid,w7_days_cart,18.632015991210938,1.8,0.0007073182692803397
