exp,fold,d_cal,var_dz,corr,rmsle_cal
SEQ-D3A-BASE-S42,V1016,0.006508444575605399,0.023066723719239235,0.99516660203974,1.7480793216714847
SEQ-D3A-S42,V1016,0.005911520379393798,0.02014799788594246,0.9960898315027986,1.7463723258888924
