fold,base_rmsle_cal,new_rmsle_cal,delta_rmsle,base_auc,new_auc,delta_auc
2025-09-04,1.769133567786002,1.7691684770593543,0.00003490927335225713,0.8398167044925692,0.8398191404458746,2.4359533054019167e-6
2025-09-18,1.7625660980009894,1.7626254023982222,0.00005930439723278447,0.8417473455021517,0.8417420032702156,-5.342231936045216e-6
2025-10-02,1.7507266459314086,1.7508230276746135,0.00009638174320492077,0.8433085441013725,0.843305310537859,-3.233563513505011e-6
2025-10-16,1.7431352014081916,1.743242377055363,0.00010717564717133143,0.8441911319140495,0.8441873643507777,-3.7675632718059404e-6
