feature,coefficient_yoy_minus_placebo
hy_gmv_nbr,0.003933809647495389
hy_orders_nbr,0.006475586620126071
hy_days_buy_nbr,0.00883147816158789
hy_cart_nbr,0.008021896998208777
hy_searches_nbr,0.009254881049264049
hy_catalog_nbr,0.005711235732088509
