exp,arm,lam,n,rmsle,rmsle_cal,offset,bias,mean_z,std_z,rmsle_pos,rmsle_zero,auc_y30_pos,d_cal_vs_BASE,d_cal_vs_BUYCTRL,d_auc_vs_BASE,noise_floor,d_over_noise
FNL-BASE-L00-S42,BASE,0.0,197379,1.7479237997928403,1.7471317720924608,0.05261350422941287,0.05261350422941291,2.578905625502503,1.551633603130399,1.672949691536311,1.8585221033605566,0.8425774347452367,0.0,,0.0,0.000332884726803373,0.0
FNL-FUNNEL-L30-S42,FUNNEL,0.3,197379,1.7469716925037064,1.7469710001727266,-0.0015555300738261944,-0.0014683645309188087,2.6329874942628346,1.5552578167426627,1.678307956295433,1.8504665797247053,0.8423255391431888,-0.00016077191973429272,0.001059281312328686,-0.000251895602047969,0.000332884726803373,-0.48296574396234415
FNL-BUYCTRL-L30-S42,BUYCTRL,0.3,197379,1.7459965459399622,1.7459117188603979,0.017210705395454738,0.017210705395454884,2.614308424336461,1.5769052523968226,1.6777251234501112,1.8487200613904604,0.8429491224151204,-0.0012200532320629787,,0.0003716876698837135,0.000332884726803373,-3.665092249136545
FNL-CART-L30-S42,CART,0.3,197379,1.747661183305288,1.7474090605996635,0.029684786781132084,0.02968478678113229,2.6018343429507835,1.539126708594777,1.6745789448035746,1.8568719503518607,0.8426454683912651,0.0002772885072026554,0.001497341739265634,0.00006803364602836481,0.000332884726803373,0.8329865712536673
FNL-FUNNEL-L10-S42,FUNNEL,0.1,197379,1.7460287316407088,1.745951730188639,0.016397791502531164,0.01639779150253151,2.6151213382293843,1.580693410543871,1.6757128998957997,1.8517043502638453,0.8426238145580158,-0.0011800419038219268,-0.00008175020594869409,0.00004637981277910708,0.000332884726803373,-3.544896502623111
FNL-BUYCTRL-L10-S42,BUYCTRL,0.1,197379,1.7468290620048272,1.7460334803945876,0.05271486702845811,0.05271486702845829,2.5788042627034575,1.5761563850208364,1.6818976395189582,1.8430064421420582,0.8429173350537578,-0.0010982916978732327,,0.00033990030852104614,0.000332884726803373,-3.299315376887108
FNL-CART-L10-S42,CART,0.1,197379,1.7482036727343113,1.7460895934971516,0.08594889669266716,0.08594889669266736,2.5455702330392485,1.5673696030234519,1.6719994995419791,1.8573454535289016,0.8427685910607631,-0.0010421785953091955,0.00005611310256403712,0.00019115631552635293,0.000332884726803373,-3.1307492095447964
FNL-BASER2-L00-S42,BASE-R2,0.0,197379,1.7475101880481294,1.7474646568192642,0.012614693794899188,0.012614693794899434,2.6189044359370164,1.5567049488473805,1.6710522040858269,1.8620295582470479,0.842288875911248,0.000332884726803373,,-0.00028855883398870574,0.000332884726803373,1.0
